user_id,course_id,activity_type,time_spent_min,rating,completion_status,topic,difficulty_level
478,Sci303,exercise,42,4,completed,Science,Intermediate
454,Sci303,quiz,17,2,incomplete,Programming,Intermediate
366,Lang404,exercise,27,3,incomplete,Languages,Intermediate
246,Math101,exercise,3,5,completed,Science,Beginner
275,Math101,video,29,3,completed,Languages,Beginner
32,Sci303,article,2,3,completed,Programming,Intermediate
137,Sci303,video,29,3,incomplete,Languages,Advanced
12,Lang404,exercise,49,5,completed,Math,Beginner
395,Prog202,video,36,4,incomplete,Languages,Intermediate
302,Prog202,quiz,34,1,completed,Languages,Beginner
375,Sci303,article,37,2,incomplete,Science,Advanced
16,Lang404,exercise,42,2,incomplete,Languages,Advanced
129,Sci303,exercise,1,3,completed,Science,Advanced
63,Prog202,video,26,4,incomplete,Science,Advanced
109,Sci303,video,1,5,completed,Math,Intermediate
375,Prog202,video,59,1,completed,Science,Advanced
21,Prog202,video,58,1,completed,Programming,Intermediate
158,Prog202,exercise,4,3,completed,Science,Advanced
269,Math101,video,39,3,completed,Programming,Intermediate
162,Math101,exercise,14,5,completed,Science,Advanced
260,Sci303,video,46,5,completed,Programming,Intermediate
412,Prog202,article,18,5,completed,Math,Beginner
102,Math101,article,34,3,completed,Languages,Intermediate
223,Sci303,video,1,4,completed,Science,Intermediate
59,Sci303,video,53,3,completed,Math,Advanced
247,Sci303,quiz,22,3,completed,Math,Advanced
128,Sci303,article,16,1,incomplete,Science,Beginner
283,Sci303,exercise,22,5,completed,Science,Advanced
325,Lang404,article,50,2,completed,Programming,Intermediate
25,Prog202,exercise,16,5,completed,Science,Advanced
131,Sci303,video,28,4,completed,Science,Advanced
353,Lang404,article,28,4,completed,Programming,Intermediate
196,Prog202,article,55,5,completed,Programming,Beginner
281,Math101,quiz,22,5,completed,Science,Advanced
404,Sci303,quiz,56,3,completed,Science,Advanced
418,Lang404,article,6,2,completed,Science,Intermediate
154,Math101,article,25,3,completed,Languages,Beginner
382,Lang404,article,42,1,completed,Languages,Beginner
133,Prog202,exercise,2,1,completed,Math,Advanced
227,Prog202,video,7,4,completed,Math,Intermediate
189,Math101,quiz,53,4,completed,Science,Advanced
476,Lang404,video,17,2,completed,Programming,Intermediate
477,Sci303,quiz,35,4,incomplete,Science,Intermediate
265,Sci303,quiz,20,1,incomplete,Science,Advanced
372,Math101,quiz,44,2,completed,Math,Intermediate
486,Math101,article,2,1,completed,Science,Advanced
434,Math101,quiz,7,5,completed,Science,Beginner
134,Lang404,video,32,5,completed,Math,Beginner
211,Sci303,quiz,49,2,completed,Math,Advanced
60,Sci303,video,19,3,completed,Programming,Beginner
428,Sci303,quiz,12,4,completed,Programming,Beginner
377,Math101,quiz,9,2,completed,Programming,Beginner
395,Sci303,article,27,4,completed,Languages,Beginner
450,Prog202,video,14,1,completed,Languages,Intermediate
431,Math101,quiz,2,3,incomplete,Science,Advanced
364,Sci303,quiz,21,4,completed,Programming,Advanced
364,Lang404,video,4,5,completed,Math,Beginner
457,Math101,quiz,51,5,completed,Programming,Advanced
213,Prog202,exercise,21,1,completed,Science,Advanced
216,Prog202,article,48,2,completed,Languages,Advanced
226,Lang404,video,22,4,completed,Languages,Intermediate
470,Lang404,article,49,1,completed,Science,Beginner
131,Math101,exercise,2,5,incomplete,Programming,Advanced
76,Math101,exercise,17,5,completed,Science,Intermediate
476,Prog202,exercise,19,5,completed,Science,Beginner
286,Lang404,video,40,3,incomplete,Languages,Intermediate
474,Math101,exercise,24,3,completed,Languages,Intermediate
496,Prog202,video,20,5,incomplete,Languages,Intermediate
277,Lang404,video,38,2,incomplete,Science,Advanced
156,Prog202,quiz,12,3,completed,Programming,Beginner
248,Sci303,video,25,4,completed,Science,Beginner
218,Lang404,exercise,23,3,incomplete,Programming,Advanced
190,Math101,video,50,4,incomplete,Programming,Beginner
417,Math101,video,59,3,completed,Science,Beginner
469,Sci303,article,34,5,completed,Programming,Intermediate
163,Lang404,exercise,32,4,completed,Programming,Advanced
180,Prog202,video,51,2,incomplete,Science,Intermediate
34,Math101,quiz,24,3,completed,Languages,Beginner
41,Sci303,video,42,3,incomplete,Science,Beginner
307,Sci303,video,25,5,incomplete,Languages,Advanced
431,Lang404,article,3,4,incomplete,Programming,Intermediate
338,Lang404,exercise,25,5,completed,Languages,Intermediate
314,Math101,exercise,28,4,completed,Languages,Intermediate
75,Sci303,quiz,12,3,completed,Math,Advanced
441,Prog202,quiz,26,3,completed,Math,Intermediate
279,Sci303,quiz,48,3,completed,Languages,Intermediate
176,Prog202,video,44,3,completed,Math,Beginner
384,Prog202,video,8,1,completed,Languages,Beginner
150,Math101,quiz,5,3,completed,Math,Intermediate
273,Sci303,exercise,11,3,incomplete,Programming,Intermediate
325,Prog202,exercise,42,4,completed,Science,Beginner
108,Lang404,quiz,35,3,completed,Math,Advanced
139,Prog202,article,27,3,completed,Science,Beginner
350,Lang404,exercise,55,4,incomplete,Math,Intermediate
271,Lang404,exercise,41,3,incomplete,Languages,Advanced
347,Sci303,quiz,44,3,completed,Math,Intermediate
419,Lang404,exercise,38,5,completed,Math,Intermediate
289,Prog202,video,19,1,incomplete,Science,Intermediate
212,Lang404,video,48,4,completed,Science,Advanced
381,Sci303,exercise,53,5,completed,Math,Intermediate
272,Math101,video,55,2,completed,Science,Advanced
418,Prog202,article,56,2,completed,Math,Beginner
66,Prog202,exercise,32,1,completed,Languages,Advanced
483,Sci303,quiz,46,2,completed,Languages,Intermediate
424,Sci303,video,28,1,completed,Programming,Intermediate
248,Sci303,article,36,2,completed,Science,Beginner
156,Sci303,article,18,2,completed,Math,Beginner
47,Prog202,video,10,5,completed,Languages,Beginner
423,Math101,article,32,2,completed,Programming,Advanced
454,Lang404,exercise,18,1,completed,Programming,Advanced
201,Lang404,article,12,3,completed,Math,Advanced
148,Math101,video,51,3,completed,Programming,Advanced
124,Math101,article,8,3,completed,Programming,Beginner
1,Math101,video,33,1,completed,Math,Intermediate
456,Sci303,video,46,1,completed,Programming,Intermediate
247,Prog202,article,55,3,completed,Programming,Advanced
343,Prog202,video,38,2,completed,Math,Beginner
128,Prog202,video,14,3,completed,Math,Beginner
191,Sci303,quiz,2,4,completed,Languages,Beginner
67,Prog202,exercise,9,1,completed,Programming,Intermediate
4,Sci303,video,44,4,incomplete,Languages,Intermediate
442,Prog202,exercise,5,4,incomplete,Languages,Advanced
409,Math101,quiz,34,1,incomplete,Science,Intermediate
303,Lang404,quiz,19,3,completed,Math,Beginner
294,Lang404,quiz,7,5,completed,Science,Intermediate
143,Sci303,quiz,39,4,incomplete,Math,Intermediate
191,Prog202,exercise,42,3,completed,Science,Intermediate
21,Lang404,article,17,5,completed,Math,Advanced
227,Math101,article,26,4,completed,Programming,Intermediate
313,Math101,exercise,46,3,incomplete,Programming,Advanced
117,Math101,video,27,4,completed,Languages,Intermediate
437,Sci303,exercise,43,3,completed,Science,Advanced
302,Sci303,video,28,2,completed,Languages,Beginner
142,Prog202,video,20,2,completed,Science,Beginner
484,Math101,article,6,1,incomplete,Math,Beginner
460,Prog202,quiz,8,5,completed,Math,Advanced
401,Prog202,article,32,4,completed,Science,Beginner
39,Math101,article,19,4,completed,Science,Advanced
393,Prog202,exercise,32,3,incomplete,Programming,Advanced
355,Lang404,exercise,19,5,incomplete,Science,Advanced
252,Sci303,video,24,4,incomplete,Programming,Beginner
333,Prog202,exercise,24,5,incomplete,Science,Advanced
207,Math101,video,56,5,completed,Programming,Intermediate
210,Sci303,video,17,2,incomplete,Languages,Beginner
115,Sci303,quiz,56,4,completed,Programming,Intermediate
225,Prog202,quiz,56,4,incomplete,Languages,Beginner
134,Lang404,article,18,1,completed,Programming,Advanced
251,Prog202,quiz,12,5,completed,Math,Advanced
219,Lang404,video,41,3,completed,Programming,Advanced
407,Sci303,exercise,23,2,completed,Science,Beginner
443,Prog202,quiz,56,1,completed,Languages,Beginner
91,Math101,quiz,48,2,completed,Science,Advanced
354,Prog202,quiz,18,3,completed,Science,Beginner
376,Lang404,quiz,16,1,incomplete,Math,Intermediate
46,Lang404,video,16,2,incomplete,Programming,Advanced
38,Prog202,video,36,3,incomplete,Math,Intermediate
142,Lang404,article,23,1,incomplete,Programming,Intermediate
100,Sci303,exercise,22,3,completed,Science,Beginner
328,Prog202,article,39,1,completed,Programming,Intermediate
190,Lang404,article,33,4,completed,Math,Advanced
35,Prog202,quiz,24,4,incomplete,Languages,Intermediate
147,Prog202,exercise,55,2,incomplete,Math,Beginner
30,Math101,quiz,20,5,incomplete,Math,Beginner
334,Prog202,video,33,5,incomplete,Math,Advanced
84,Math101,article,31,3,completed,Languages,Advanced
369,Lang404,exercise,40,1,completed,Science,Advanced
281,Math101,video,58,4,incomplete,Math,Advanced
424,Math101,article,55,5,completed,Math,Advanced
344,Math101,exercise,8,4,completed,Math,Intermediate
270,Sci303,article,10,3,completed,Languages,Intermediate
154,Math101,exercise,1,3,completed,Languages,Beginner
102,Prog202,article,21,1,incomplete,Languages,Intermediate
215,Math101,quiz,25,5,completed,Science,Advanced
150,Prog202,article,32,3,completed,Programming,Advanced
432,Math101,article,53,3,completed,Science,Beginner
83,Sci303,exercise,46,4,completed,Science,Advanced
110,Lang404,exercise,46,2,incomplete,Science,Beginner
435,Math101,quiz,10,5,completed,Programming,Intermediate
387,Math101,exercise,51,1,completed,Math,Intermediate
426,Sci303,article,57,1,completed,Languages,Intermediate
275,Math101,exercise,48,4,incomplete,Science,Beginner
201,Prog202,exercise,9,1,completed,Languages,Advanced
284,Math101,exercise,20,3,incomplete,Languages,Beginner
468,Math101,quiz,48,5,completed,Languages,Intermediate
173,Lang404,quiz,20,1,completed,Math,Beginner
327,Lang404,video,59,5,incomplete,Languages,Advanced
206,Math101,quiz,40,1,completed,Languages,Beginner
63,Sci303,quiz,7,2,completed,Math,Intermediate
73,Lang404,quiz,11,2,completed,Languages,Advanced
251,Math101,article,21,5,completed,Programming,Intermediate
124,Lang404,video,38,2,completed,Programming,Advanced
375,Math101,article,47,2,completed,Science,Advanced
121,Lang404,quiz,19,3,completed,Programming,Intermediate
275,Lang404,quiz,46,1,completed,Programming,Intermediate
431,Prog202,video,15,2,incomplete,Programming,Intermediate
398,Math101,video,6,5,completed,Math,Beginner
120,Math101,exercise,56,3,completed,Programming,Intermediate
422,Math101,quiz,10,2,completed,Languages,Advanced
437,Math101,quiz,46,5,completed,Science,Beginner
317,Lang404,article,16,1,completed,Languages,Beginner
164,Prog202,exercise,45,2,incomplete,Languages,Beginner
424,Prog202,quiz,11,5,incomplete,Programming,Beginner
465,Sci303,article,57,5,completed,Science,Beginner
286,Math101,video,35,4,completed,Languages,Beginner
265,Sci303,article,8,5,completed,Science,Intermediate
320,Lang404,quiz,28,4,incomplete,Programming,Advanced
161,Sci303,article,3,1,completed,Languages,Intermediate
376,Math101,article,2,1,completed,Math,Advanced
308,Prog202,exercise,53,3,completed,Languages,Beginner
89,Prog202,exercise,14,4,completed,Languages,Intermediate
142,Math101,video,52,5,completed,Science,Intermediate
203,Lang404,exercise,29,3,incomplete,Science,Intermediate
309,Math101,article,53,3,completed,Science,Advanced
227,Lang404,exercise,54,1,completed,Programming,Beginner
489,Prog202,quiz,47,5,completed,Science,Beginner
443,Lang404,article,3,4,completed,Programming,Beginner
334,Math101,article,1,1,completed,Science,Advanced
222,Math101,article,15,3,incomplete,Math,Intermediate
41,Math101,quiz,20,2,completed,Science,Advanced
196,Lang404,article,22,3,completed,Programming,Beginner
68,Lang404,exercise,34,2,incomplete,Programming,Advanced
476,Lang404,quiz,50,1,completed,Languages,Advanced
264,Prog202,article,33,4,completed,Science,Advanced
2,Sci303,exercise,9,5,completed,Programming,Beginner
361,Sci303,exercise,3,2,incomplete,Languages,Intermediate
125,Math101,video,2,5,completed,Math,Beginner
110,Prog202,exercise,4,1,completed,Programming,Advanced
86,Lang404,exercise,16,1,completed,Science,Intermediate
425,Math101,video,54,1,completed,Math,Intermediate
120,Prog202,video,33,4,incomplete,Programming,Beginner
127,Math101,quiz,9,2,completed,Science,Beginner
255,Prog202,exercise,57,5,incomplete,Programming,Intermediate
183,Prog202,quiz,40,3,completed,Science,Advanced
16,Sci303,quiz,38,1,completed,Languages,Beginner
477,Math101,article,52,5,incomplete,Programming,Intermediate
62,Lang404,quiz,18,5,completed,Programming,Intermediate
369,Sci303,quiz,16,4,completed,Math,Advanced
432,Sci303,quiz,8,2,completed,Languages,Intermediate
158,Lang404,quiz,23,4,completed,Math,Beginner
268,Prog202,video,36,4,completed,Programming,Intermediate
35,Lang404,exercise,3,5,incomplete,Languages,Advanced
267,Math101,article,15,2,incomplete,Science,Advanced
64,Lang404,video,38,2,incomplete,Languages,Advanced
494,Prog202,article,33,2,incomplete,Languages,Beginner
50,Lang404,article,18,1,completed,Science,Beginner
469,Prog202,video,23,2,completed,Programming,Beginner
255,Prog202,quiz,43,5,completed,Programming,Intermediate
149,Math101,video,3,1,incomplete,Math,Advanced
325,Lang404,article,30,3,completed,Programming,Advanced
304,Lang404,article,45,4,completed,Programming,Advanced
276,Math101,quiz,17,2,completed,Science,Beginner
357,Prog202,video,50,3,completed,Math,Advanced
451,Lang404,exercise,58,2,completed,Languages,Intermediate
172,Math101,article,58,4,completed,Math,Intermediate
417,Prog202,video,32,5,incomplete,Programming,Beginner
201,Math101,quiz,46,5,completed,Math,Beginner
445,Lang404,quiz,57,4,incomplete,Languages,Beginner
393,Math101,exercise,7,3,completed,Science,Advanced
324,Sci303,article,39,1,incomplete,Programming,Advanced
35,Prog202,exercise,14,1,completed,Programming,Advanced
465,Sci303,exercise,58,2,incomplete,Languages,Intermediate
482,Sci303,exercise,56,4,completed,Science,Intermediate
216,Prog202,exercise,15,4,completed,Math,Advanced
480,Prog202,quiz,44,1,incomplete,Languages,Intermediate
65,Math101,article,12,3,completed,Math,Intermediate
8,Prog202,exercise,8,4,completed,Science,Beginner
301,Sci303,article,16,5,completed,Science,Advanced
343,Sci303,quiz,41,5,completed,Science,Intermediate
431,Lang404,quiz,34,4,completed,Science,Intermediate
424,Prog202,video,46,3,completed,Math,Advanced
332,Sci303,video,24,5,completed,Languages,Advanced
438,Lang404,article,56,3,completed,Languages,Beginner
76,Lang404,video,29,1,incomplete,Math,Beginner
174,Math101,exercise,16,2,completed,Science,Advanced
47,Sci303,article,5,1,completed,Science,Intermediate
15,Math101,quiz,5,2,completed,Programming,Beginner
361,Sci303,quiz,52,5,completed,Programming,Advanced
147,Math101,exercise,30,2,completed,Math,Beginner
26,Math101,video,53,2,completed,Languages,Intermediate
308,Prog202,article,50,4,incomplete,Programming,Intermediate
93,Math101,article,50,2,incomplete,Programming,Advanced
406,Prog202,exercise,5,4,completed,Languages,Beginner
232,Lang404,video,43,2,completed,Programming,Intermediate
21,Sci303,article,13,4,completed,Languages,Intermediate
307,Lang404,exercise,35,5,incomplete,Math,Beginner
38,Sci303,article,49,5,incomplete,Programming,Advanced
276,Lang404,quiz,25,2,completed,Science,Beginner
157,Sci303,article,50,3,completed,Math,Beginner
179,Math101,article,14,5,completed,Programming,Beginner
132,Sci303,article,44,1,completed,Languages,Beginner
311,Sci303,video,46,1,completed,Math,Beginner
455,Lang404,video,26,4,completed,Programming,Intermediate
348,Lang404,exercise,18,3,completed,Math,Advanced
28,Lang404,video,20,4,completed,Science,Advanced
260,Prog202,article,34,2,completed,Programming,Intermediate
406,Prog202,article,7,5,incomplete,Programming,Advanced
76,Sci303,video,47,3,completed,Languages,Advanced
429,Sci303,video,10,4,completed,Math,Beginner
67,Math101,article,15,4,incomplete,Science,Advanced
342,Math101,article,17,1,completed,Languages,Beginner
492,Sci303,quiz,11,2,completed,Programming,Advanced
194,Prog202,exercise,34,4,completed,Languages,Intermediate
472,Sci303,video,27,1,completed,Languages,Advanced
162,Math101,exercise,21,3,completed,Science,Intermediate
347,Prog202,article,31,4,incomplete,Programming,Beginner
439,Prog202,exercise,50,1,completed,Science,Beginner
361,Math101,video,57,2,completed,Programming,Beginner
257,Sci303,video,4,5,incomplete,Math,Beginner
72,Lang404,exercise,41,3,completed,Math,Intermediate
87,Sci303,video,59,4,completed,Science,Advanced
422,Sci303,quiz,49,1,completed,Languages,Beginner
262,Math101,article,17,4,completed,Programming,Beginner
214,Prog202,article,49,5,completed,Programming,Beginner
153,Math101,video,48,4,incomplete,Science,Intermediate
210,Sci303,article,20,4,completed,Languages,Intermediate
401,Lang404,quiz,25,1,completed,Languages,Intermediate
61,Lang404,video,40,5,incomplete,Programming,Advanced
268,Lang404,quiz,23,3,completed,Math,Advanced
262,Math101,quiz,15,1,completed,Programming,Beginner
218,Prog202,article,33,5,incomplete,Math,Intermediate
283,Math101,article,19,5,incomplete,Science,Advanced
136,Lang404,exercise,57,4,completed,Languages,Advanced
467,Sci303,quiz,15,2,incomplete,Programming,Intermediate
380,Prog202,article,41,2,completed,Science,Advanced
362,Math101,quiz,5,3,incomplete,Languages,Intermediate
449,Math101,exercise,16,4,incomplete,Math,Intermediate
441,Prog202,quiz,45,2,completed,Science,Intermediate
93,Prog202,video,48,1,completed,Science,Beginner
109,Sci303,exercise,32,3,completed,Programming,Advanced
241,Prog202,exercise,22,4,incomplete,Science,Beginner
355,Sci303,quiz,43,1,incomplete,Science,Intermediate
424,Lang404,quiz,32,2,completed,Programming,Advanced
142,Lang404,article,13,2,incomplete,Science,Advanced
291,Math101,video,38,2,incomplete,Math,Beginner
432,Lang404,exercise,26,2,incomplete,Programming,Beginner
237,Lang404,exercise,52,5,incomplete,Math,Advanced
340,Sci303,exercise,17,3,completed,Programming,Beginner
312,Math101,article,5,3,completed,Languages,Beginner
177,Prog202,video,49,2,incomplete,Science,Intermediate
141,Math101,exercise,33,3,incomplete,Languages,Advanced
189,Lang404,exercise,27,1,completed,Math,Intermediate
486,Prog202,article,5,1,completed,Languages,Intermediate
49,Math101,quiz,37,3,incomplete,Math,Advanced
302,Math101,exercise,7,2,incomplete,Languages,Advanced
369,Math101,video,48,4,completed,Math,Intermediate
190,Math101,video,18,2,completed,Science,Advanced
136,Sci303,video,31,5,incomplete,Languages,Intermediate
43,Math101,video,6,4,incomplete,Math,Intermediate
404,Lang404,article,2,5,incomplete,Math,Beginner
380,Lang404,exercise,13,3,incomplete,Languages,Intermediate
353,Sci303,article,42,5,completed,Languages,Advanced
90,Prog202,video,53,3,incomplete,Languages,Intermediate
295,Prog202,video,52,5,incomplete,Science,Intermediate
341,Lang404,video,11,4,completed,Science,Advanced
245,Lang404,article,26,5,incomplete,Science,Advanced
433,Sci303,video,21,2,incomplete,Languages,Beginner
192,Prog202,exercise,2,3,incomplete,Math,Advanced
318,Prog202,video,40,1,completed,Math,Intermediate
106,Math101,exercise,56,5,completed,Math,Advanced
363,Math101,exercise,54,3,completed,Programming,Advanced
310,Math101,video,51,1,completed,Languages,Beginner
382,Sci303,article,20,3,completed,Math,Intermediate
233,Lang404,quiz,17,3,completed,Languages,Beginner
265,Sci303,quiz,16,1,completed,Languages,Beginner
344,Prog202,exercise,57,1,incomplete,Math,Intermediate
37,Lang404,article,42,4,completed,Languages,Advanced
305,Math101,quiz,5,5,completed,Programming,Intermediate
41,Sci303,video,14,5,completed,Programming,Beginner
17,Sci303,video,24,3,completed,Math,Beginner
344,Math101,exercise,51,2,incomplete,Languages,Intermediate
277,Sci303,article,4,2,completed,Programming,Beginner
307,Math101,article,52,3,completed,Math,Advanced
59,Prog202,quiz,48,4,completed,Science,Advanced
423,Lang404,quiz,24,1,completed,Science,Intermediate
183,Prog202,video,47,3,completed,Science,Intermediate
41,Prog202,exercise,9,5,completed,Science,Advanced
39,Math101,article,3,2,completed,Programming,Intermediate
397,Sci303,quiz,55,2,completed,Math,Advanced
192,Prog202,quiz,9,2,incomplete,Programming,Advanced
267,Prog202,exercise,18,4,completed,Science,Advanced
494,Prog202,exercise,36,5,completed,Languages,Advanced
147,Sci303,video,19,4,completed,Science,Intermediate
395,Sci303,exercise,24,1,completed,Languages,Advanced
333,Math101,video,4,3,completed,Math,Advanced
127,Prog202,video,9,3,completed,Programming,Beginner
46,Lang404,exercise,33,2,completed,Languages,Beginner
45,Sci303,exercise,1,2,completed,Science,Beginner
1,Math101,exercise,52,1,completed,Programming,Beginner
168,Prog202,exercise,51,4,completed,Languages,Intermediate
108,Lang404,exercise,35,5,incomplete,Math,Beginner
19,Sci303,video,10,1,completed,Languages,Beginner
332,Lang404,quiz,12,3,completed,Languages,Beginner
72,Sci303,article,18,3,incomplete,Math,Intermediate
456,Math101,article,14,4,completed,Programming,Advanced
445,Lang404,video,10,1,completed,Math,Beginner
109,Prog202,video,10,5,completed,Programming,Advanced
268,Prog202,quiz,18,1,completed,Programming,Beginner
445,Sci303,exercise,24,1,completed,Programming,Intermediate
240,Prog202,video,1,4,incomplete,Languages,Intermediate
417,Lang404,article,30,5,completed,Science,Intermediate
301,Math101,exercise,15,3,completed,Science,Advanced
90,Sci303,video,8,2,completed,Languages,Intermediate
103,Lang404,exercise,58,5,completed,Programming,Advanced
476,Sci303,article,35,3,completed,Math,Intermediate
250,Math101,exercise,18,4,completed,Math,Beginner
453,Sci303,video,41,5,completed,Science,Beginner
8,Prog202,video,16,5,completed,Programming,Beginner
153,Prog202,article,21,3,incomplete,Languages,Beginner
347,Sci303,quiz,15,3,completed,Languages,Advanced
174,Math101,quiz,5,1,completed,Science,Intermediate
343,Math101,exercise,45,1,completed,Programming,Advanced
158,Prog202,video,54,5,completed,Math,Advanced
493,Math101,video,52,2,completed,Math,Beginner
431,Sci303,article,7,4,incomplete,Languages,Intermediate
215,Lang404,article,48,3,completed,Science,Advanced
177,Sci303,video,7,1,completed,Languages,Advanced
175,Prog202,article,27,4,incomplete,Math,Advanced
340,Prog202,quiz,25,5,completed,Languages,Advanced
338,Prog202,quiz,22,3,incomplete,Programming,Intermediate
146,Math101,exercise,48,3,completed,Math,Beginner
450,Sci303,article,13,1,completed,Math,Beginner
324,Lang404,exercise,17,2,incomplete,Languages,Advanced
478,Sci303,article,41,3,incomplete,Languages,Intermediate
161,Lang404,article,44,2,completed,Science,Intermediate
127,Sci303,quiz,13,4,completed,Languages,Advanced
420,Prog202,video,26,3,completed,Programming,Intermediate
82,Lang404,article,9,3,completed,Science,Advanced
485,Sci303,article,5,2,incomplete,Science,Beginner
147,Math101,article,39,1,completed,Math,Beginner
239,Math101,video,33,5,completed,Programming,Beginner
412,Sci303,exercise,4,4,incomplete,Programming,Advanced
424,Prog202,exercise,28,3,incomplete,Science,Advanced
84,Lang404,article,26,1,completed,Science,Beginner
113,Sci303,article,4,3,incomplete,Math,Advanced
225,Math101,exercise,16,4,completed,Languages,Intermediate
332,Lang404,exercise,37,5,incomplete,Programming,Beginner
378,Math101,quiz,22,3,completed,Programming,Intermediate
243,Math101,article,36,2,incomplete,Math,Intermediate
143,Sci303,exercise,38,1,completed,Science,Advanced
41,Math101,quiz,58,5,completed,Programming,Advanced
423,Lang404,video,55,3,completed,Math,Beginner
258,Prog202,article,35,5,incomplete,Science,Advanced
447,Sci303,exercise,25,2,incomplete,Math,Advanced
285,Lang404,article,8,3,completed,Programming,Intermediate
105,Sci303,quiz,17,5,completed,Science,Advanced
202,Math101,exercise,18,3,completed,Math,Beginner
450,Math101,video,50,3,completed,Math,Advanced
307,Lang404,video,58,5,completed,Math,Beginner
331,Lang404,quiz,57,3,completed,Programming,Intermediate
461,Prog202,video,12,2,completed,Programming,Intermediate
266,Lang404,video,57,5,completed,Languages,Intermediate
398,Lang404,video,57,5,incomplete,Programming,Beginner
210,Sci303,video,33,2,completed,Math,Intermediate
51,Math101,video,23,2,completed,Programming,Intermediate
118,Lang404,video,12,2,completed,Math,Advanced
201,Prog202,video,11,3,completed,Math,Beginner
377,Lang404,exercise,13,3,completed,Math,Intermediate
39,Math101,video,35,4,completed,Science,Advanced
28,Lang404,exercise,27,3,completed,Languages,Advanced
259,Sci303,article,25,2,completed,Languages,Intermediate
84,Math101,quiz,40,4,completed,Math,Beginner
454,Lang404,video,3,2,completed,Programming,Intermediate
155,Sci303,quiz,49,1,completed,Languages,Advanced
117,Math101,video,25,5,completed,Math,Beginner
2,Lang404,exercise,45,1,completed,Programming,Advanced
93,Sci303,video,10,2,completed,Science,Intermediate
166,Prog202,article,17,3,completed,Science,Beginner
387,Sci303,quiz,3,5,incomplete,Math,Intermediate
400,Prog202,quiz,45,3,incomplete,Programming,Intermediate
350,Lang404,article,22,3,completed,Science,Intermediate
296,Sci303,exercise,38,5,completed,Science,Advanced
258,Prog202,exercise,14,5,completed,Science,Beginner
81,Math101,article,27,1,completed,Programming,Beginner
425,Sci303,quiz,42,2,completed,Math,Advanced
268,Lang404,video,20,3,completed,Math,Beginner
419,Math101,exercise,48,2,incomplete,Science,Beginner
235,Prog202,video,18,2,completed,Math,Intermediate
321,Sci303,quiz,13,4,incomplete,Languages,Intermediate
311,Sci303,video,42,1,completed,Science,Advanced
301,Lang404,article,6,3,completed,Programming,Beginner
463,Math101,exercise,10,5,completed,Math,Advanced
474,Sci303,exercise,37,5,completed,Programming,Advanced
357,Sci303,article,29,2,incomplete,Math,Advanced
213,Math101,article,6,1,completed,Programming,Advanced
62,Sci303,exercise,39,1,completed,Programming,Intermediate
49,Math101,exercise,11,3,completed,Math,Advanced
127,Math101,exercise,48,3,completed,Science,Beginner
223,Math101,quiz,25,2,completed,Science,Intermediate
409,Lang404,quiz,44,2,completed,Programming,Intermediate
279,Math101,quiz,44,2,completed,Languages,Advanced
408,Math101,video,30,4,incomplete,Programming,Intermediate
294,Prog202,quiz,55,1,completed,Languages,Intermediate
284,Prog202,exercise,20,2,completed,Science,Intermediate
277,Lang404,quiz,58,1,completed,Languages,Intermediate
438,Math101,exercise,37,5,incomplete,Math,Intermediate
107,Prog202,article,16,5,completed,Languages,Intermediate
146,Prog202,video,31,1,incomplete,Math,Beginner
420,Sci303,video,29,5,completed,Programming,Intermediate
99,Math101,article,6,5,completed,Languages,Intermediate
429,Prog202,exercise,29,5,completed,Math,Advanced
375,Lang404,video,32,3,incomplete,Programming,Intermediate
73,Sci303,quiz,9,3,completed,Languages,Intermediate
437,Sci303,exercise,37,1,completed,Languages,Advanced
486,Math101,video,53,1,completed,Math,Beginner
122,Math101,article,23,4,completed,Programming,Beginner
30,Sci303,exercise,16,3,completed,Math,Intermediate
188,Lang404,video,18,1,incomplete,Languages,Beginner
364,Math101,article,19,3,incomplete,Programming,Beginner
354,Math101,exercise,44,4,incomplete,Science,Beginner
288,Sci303,quiz,2,1,completed,Science,Beginner
451,Sci303,exercise,58,1,completed,Science,Intermediate
195,Math101,quiz,10,1,completed,Languages,Intermediate
156,Prog202,exercise,12,1,completed,Science,Advanced
172,Math101,article,46,2,incomplete,Languages,Intermediate
335,Prog202,quiz,18,3,completed,Programming,Intermediate
41,Sci303,quiz,19,3,incomplete,Math,Beginner
63,Prog202,exercise,38,3,incomplete,Languages,Beginner
23,Lang404,video,37,4,completed,Programming,Intermediate
360,Sci303,quiz,27,2,completed,Programming,Intermediate
75,Math101,exercise,48,3,completed,Programming,Beginner
48,Math101,article,14,3,completed,Math,Intermediate
160,Sci303,exercise,45,1,completed,Languages,Intermediate
313,Sci303,exercise,53,1,incomplete,Programming,Beginner
118,Lang404,quiz,34,1,completed,Science,Beginner
100,Sci303,video,2,3,completed,Science,Advanced
380,Math101,article,44,1,incomplete,Programming,Intermediate
417,Lang404,quiz,33,3,incomplete,Science,Beginner
408,Math101,quiz,19,4,incomplete,Science,Beginner
167,Prog202,quiz,27,4,completed,Languages,Intermediate
290,Sci303,article,48,5,completed,Math,Intermediate
440,Prog202,video,30,2,completed,Languages,Beginner
156,Math101,article,7,1,completed,Programming,Intermediate
421,Prog202,article,27,1,completed,Programming,Advanced
7,Prog202,video,21,2,completed,Science,Beginner
